REG_ID,SEC_CUR_STAT,SEC_NAME,SEC_TITLE,Days,Time,Faculty,SeatsAvailableScheduledCapacity,CR_MIN,CR_MAX,Textbox8
91052,Active,POL-264-01,Political Theory II,TTH  ,2:30 PM  - 3:50 PM  ,"Meehan, Mary Johanna ",14 /22 ,4.00000,,RECORD COUNT 702
91459,Active,POL-295-01,ST: Public Attitudes Am Dem,TTH  ,8:30 AM  - 9:50 AM  ,"Hanson, Peter ",14 /25 ,4.00000,,RECORD COUNT 702
91460,Active,POL-295-02,ST: Electoral Systems,MWF  ,1:00 PM  - 1:50 PM  ,"Virgin, Sheahan Gray ",18 /25 ,4.00000,,RECORD COUNT 702
91088,Active,POL-319-01,Advanced Constitutional Law,MW  ,2:00 PM  - 3:50 PM  ,"Hanson, Peter ",-4 /15 ,4.00000,,RECORD COUNT 702
91087,Active,POL-354-01,Pol Economy of Development,MWF  ,10:00 AM - 11:50 AM  ,"Driscoll, Barry ",2  /15 ,4.00000,,RECORD COUNT 702
91461,Active,POL-395-01,ST: Democratic Decline,TTH  ,2:00 PM  - 3:50 PM  ,"Virgin, Sheahan Gray ",1  /15 ,4.00000,,RECORD COUNT 702
91073,Active,PST-220-01,Foundations of Policy Analysis,MWF  ,1:00 PM  - 1:50 PM  ,"Jozwiak, Andreas ",-2 /25 ,4.00000,,RECORD COUNT 702
91075,Active,PST-420-01,Advanced Policy Research,TH  ,1:00 PM  - 3:50 PM  ,"Jozwiak, Andreas ",10 /12 ,2.00000,,RECORD COUNT 702
91089,Active,PSY-113-01,Intro to Psychology w/lab,MWF TH,8:00 AM  - 8:50 AM 1:00 PM  - 3:50 PM ,"Yust, Paula K.S.; Brown, Barbara M",9  /26 ,4.00000,,RECORD COUNT 702
91090,Active,PSY-113-02,Intro to Psychology w/lab,MWF T,9:00 AM  - 9:50 AM 1:00 PM  - 3:50 PM ,"Vossoughi, Nadia; Brown, Barbara M",10 /26 ,4.00000,,RECORD COUNT 702
91091,Active,PSY-113-03,Intro to Psychology w/lab,TTH W,8:30 AM  - 9:50 AM 1:00 PM  - 3:50 PM ,"Ralston, Christopher; Brown, Barbara M",23 /26 ,4.00000,,RECORD COUNT 702
91092,Active,PSY-225-01,Research Methods,TTH  ,2:30 PM  - 3:50 PM  ,"Abraham, Ashley N ",-5 /25 ,4.00000,,RECORD COUNT 702
91093,Active,PSY-233-01,Developmental Psych w/lab,MWF M,10:00 AM - 10:50 AM 1:00 PM  - 3:50 PM ,"Ellis, Ann E ",13 /25 ,4.00000,,RECORD COUNT 702
91094,Active,PSY-243-01,Behavior Analysis w/lab,MWF T,11:00 AM - 11:50 AM 1:00 PM  - 3:50 PM ,"Lopatto, David ",10 /25 ,4.00000,,RECORD COUNT 702
91096,Active,PSY-248-01,Psychopathology & Clinical Sci,MWF  ,10:00 AM - 10:50 AM  ,"Ralston, Christopher ",-11/25 ,4.00000,,RECORD COUNT 702
91097,Cancelled,PSY-250-01,Health Psychology,MWF  ,2:00 PM  - 2:50 PM  ,"Botello Zamarron, Raquel ",25 /25 ,4.00000,,RECORD COUNT 702
91462,Cancelled,PSY-295-01,ST: Psych of Gender w/lab,MW TH,8:30 AM  - 9:50 AM 1:00 PM  - 3:50 PM ,"Botello Zamarron, Raquel ",25 /25 ,4.00000,,RECORD COUNT 702
91098,Active,PSY-311-01,Hist Psychological Theories,MWF  ,3:00 PM  - 3:50 PM  ,"Lopatto, David ",13 /15 ,4.00000,,RECORD COUNT 702
91099,Active,PSY-332-01,Adv Developmental Psychology,TTH  ,8:30 AM  - 9:50 AM  ,"Yust, Paula K.S. ",11 /15 ,4.00000,,RECORD COUNT 702
91100,Active,PSY-336-01,Adv Behav Neuroscience w/lab,MW  ,1:00 PM  - 3:50 PM  ,"Rempel-Clower, Nancy L ",3  /12 ,4.00000,,RECORD COUNT 702
91101,Active,PSY-355-01,Psychology of Language w/lab,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Abraham, Ashley N ",12 /15 ,4.00000,,RECORD COUNT 702
91916,Active,PSY-395-01,ST: Psych Collective Action,MW  ,1:00 PM  - 2:20 PM  ,"Vossoughi, Nadia ",6  /15 ,4.00000,,RECORD COUNT 702
91103,Active,PSY-495-01,Senior Seminar,TTH  ,2:00 PM  - 3:50 PM  ,"Ellis, Ann E ",12 /12 ,4.00000,,RECORD COUNT 702
91104,Active,PSY-495-02,Senior Seminar,TTH  ,2:00 PM  - 3:50 PM  ,"Rempel-Clower, Nancy L ",10 /12 ,4.00000,,RECORD COUNT 702
91109,Active,REL-105-01,Studying Religion: East Asia,MWF  ,9:00 AM  - 9:50 AM  ,"Chen, Dixuan Yujing ",21 /25 ,4.00000,,RECORD COUNT 702
91981,Active,REL-195-01,ST: Stdyng Rel: Black Rel Trd,MWF  ,11:00 AM - 11:50 AM  ,"Hills, Darrius D ",25 /25 ,4.00000,,RECORD COUNT 702
91119,Active,REL-214-01,Christian Scriptures,MWF  ,10:00 AM - 10:50 AM  ,"Rietz, Henry W Morisada ",19 /20 ,4.00000,,RECORD COUNT 702
91118,Active,REL-228-01,Gods of Bollywood,TTH  ,1:00 PM  - 2:20 PM  ,"Dobe, Timothy S ",17 /20 ,4.00000,,RECORD COUNT 702
91114,Active,REL-254-01,Women and Religion,TTH  ,2:30 PM  - 3:50 PM  ,"Chen, Dixuan Yujing ",17 /20 ,4.00000,,RECORD COUNT 702
91112,Active,REL-256-01,Religion & Politics Mod China,MWF  ,1:00 PM  - 1:50 PM  ,"Chen, Dixuan Yujing ",18 /20 ,4.00000,,RECORD COUNT 702
90998,Active,REL-265-01,The Crusades in Middle East,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Saba, Elias G ",11 /25 ,4.00000,,RECORD COUNT 702
91918,Active,REL-295-01,ST: Religion and Hip-Hop,M  ,7:00 PM  - 9:50 PM  ,"Hills, Darrius D ",19 /25 ,4.00000,,RECORD COUNT 702
91403,Active,REL-394-01,Adv Tpcs: Putting Rel Stds Wr,TTH  ,2:30 PM  - 3:50 PM  ,"Dobe, Timothy S ",15 /15 ,4.00000,,RECORD COUNT 702
91886,Active,REL-395-01,"ST: Roman Rel, Ritual, Ident",TTH  ,8:30 AM  - 9:50 AM  ,"Wagner, Nicholas ",10 /15 ,4.00000,,RECORD COUNT 702
91509,Active,RES-291-01,Prspctv 20C Cntrl & E Euro Lit,MWF  ,2:00 PM  - 2:50 PM  ,"Armstrong, Todd Patrick ",22 /25 ,4.00000,,RECORD COUNT 702
91102,Active,RES-495-01,Senior Research or Seminar,AR  ,,"Staff, - ",10 /10 ,2.00000,4.00000,RECORD COUNT 702
92010,Active,RGS-999-01,Billing Placeholder,,,,600/600,0.00000,,RECORD COUNT 702
91079,Active,RUS-102-01,Beginning Russian II,MTWTHF  ,10:00 AM - 10:50 AM  ,"Greene, Raquel G ",20 /20 ,4.00000,,RECORD COUNT 702
91523,Active,RUS-195-01,ST: Russ Fairy Tale/Chldrn Lt,MWF  ,9:00 AM  - 9:50 AM  ,"Herold, Kelly ",19 /25 ,4.00000,,RECORD COUNT 702
91095,Active,RUS-200-01,Conversational Russian,AR  ,,"Voitova, Viktoriia ",12 /15 ,1.00000,,RECORD COUNT 702
91076,Active,RUS-222-01,Intermediate Russian II,MTWF  ,11:00 AM - 11:50 AM  ,"Armstrong, Todd Patrick ",20 /20 ,4.00000,,RECORD COUNT 702
91077,Cancelled,RUS-261-01,History of Russian Film,MW  ,2:00 PM  - 3:50 PM  ,"Armstrong, Todd Patrick ",25 /25 ,4.00000,,RECORD COUNT 702
91080,Active,RUS-389-01,Advanced Russian Seminar,TTH  ,2:00 PM  - 3:50 PM  ,"Greene, Raquel G ",12 /12 ,4.00000,,RECORD COUNT 702
91450,Active,SAM-395-01,ST: Fiction Francophone,TTH  ,2:00 PM  - 3:50 PM  ,"Tricoire, Marion ",8  /12 ,4.00000,,RECORD COUNT 702
91125,Active,SAM-401-01,Research Colloquium,AR  ,,"Saba, Elias G ",14 /15 ,2.00000,,RECORD COUNT 702
91307,Active,SCI-100-01,Science Laboratory,AR  ,,"Mahlab, Minna A ",15 /15 ,1.00000,,RECORD COUNT 702
91122,Cancelled,SCI-200-01,Learning From Alumni,F  ,2:00 PM  - 3:50 PM  ,"Rietz, Henry W Morisada ",30 /30 ,2.00000,,RECORD COUNT 702
91473,Active,SCI-240-01,Science Education Methods,AR  ,,"Mahlab, Minna A ",15 /15 ,1.00000,,RECORD COUNT 702
91015,Active,SMS-150-01,"Intro Sci, Med, Tech & Society",MWF  ,9:00 AM  - 9:50 AM  ,"Guenther, Michael B ",15 /25 ,4.00000,,RECORD COUNT 702
91106,Cancelled,SOC-111-01,Introduction to Sociology,MW  ,8:30 AM  - 9:50 AM  ,"Snook, Jennifer ",25 /25 ,4.00000,,RECORD COUNT 702
91107,Active,SOC-111-01,Introduction to Sociology,MWF  ,9:00 AM  - 9:50 AM  ,"Janson, Lara H ",23 /25 ,4.00000,,RECORD COUNT 702
91108,Active,SOC-111-02,Introduction to Sociology,MW  ,10:00 AM - 11:20 AM  ,"Snook, Jennifer ",16 /25 ,4.00000,,RECORD COUNT 702
91407,Active,SOC-111-03,Introduction to Sociology,MWF  ,1:00 PM  - 1:50 PM  ,"Janson, Lara H ",19 /25 ,4.00000,,RECORD COUNT 702
91111,Active,SOC-111-04,Introduction to Sociology,MWF  ,3:00 PM  - 3:50 PM  ,"Quinsaat, Sharon ",16 /25 ,4.00000,,RECORD COUNT 702
91110,Cancelled,SOC-111-05,Introduction to Sociology,MWF  ,2:00 PM  - 2:50 PM  ,"Ferguson, Susan J ",25 /25 ,4.00000,,RECORD COUNT 702
91493,Active,SOC-195-01,ST: Contemp US Stdnt Activism,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Scott, Kesho ",21 /25 ,2.00000,,RECORD COUNT 702
91869,Active,SOC-195-02,ST: Critical Race Theory,MWF  ,9:00 AM  - 9:50 AM  ,"Erickson, Karla A ",15 /20 ,4.00000,,RECORD COUNT 702
91113,Active,SOC-255-01,Sociology of Asian America,TTH  ,1:00 PM  - 2:20 PM  ,"Quinsaat, Sharon ",14 /22 ,4.00000,,RECORD COUNT 702
91115,Active,SOC-285-01,Contemp Sociological Theory,MW  ,1:00 PM  - 2:20 PM  ,"Haenfler, Ross J ",-10/18 ,4.00000,,RECORD COUNT 702
91116,Active,SOC-291-01,Meth Empirical Investigation,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Francisco, Sara C ",0  /18 ,4.00000,,RECORD COUNT 702
91535,Active,SOC-295-01,ST: Environmental Health,MWF  ,1:00 PM  - 1:50 PM  ,"Bacon, J.M. ",10 /25 ,4.00000,,RECORD COUNT 702
91536,Active,SOC-295-02,ST: Sexuality Gndr Race Env,MWF  ,3:00 PM  - 3:50 PM  ,"Bacon, J.M. ",12 /25 ,4.00000,,RECORD COUNT 702
91870,Active,SOC-295-03,ST: Sociology of Robots & AI,MWF  ,8:00 AM  - 8:50 AM  ,"Erickson, Karla A ",8  /25 ,4.00000,,RECORD COUNT 702
91919,Active,SOC-295-04,ST: Soc of Higher Education,MWF  ,11:00 AM - 11:50 AM  ,"Janson, Lara H ",17 /25 ,4.00000,,RECORD COUNT 702
91920,Active,SOC-295-05,ST: Global Health,TTH  ,1:00 PM  - 2:20 PM  ,"Ferguson, Susan J ",19 /25 ,4.00000,,RECORD COUNT 702
91120,Active,SOC-300-01,Practicum Applied Sociology,F  ,2:00 PM  - 3:50 PM  ,"Haenfler, Ross J ",4  /8  ,4.00000,,RECORD COUNT 702
91921,Active,SOC-395-01,ST: Christian Nationalism,MW  ,8:30 AM  - 9:50 AM  ,"Snook, Jennifer ",4  /14 ,4.00000,,RECORD COUNT 702
91922,Active,SOC-395-02,ST: Social Network Analysis,TTH  ,1:00 PM  - 2:20 PM  ,"Francisco, Sara C ",9  /14 ,4.00000,,RECORD COUNT 702
91983,Active,SOC-395-03,ST: Regimes and Resistance,MW  ,10:00 AM - 11:50 AM  ,"Quinsaat, Sharon ",1  /15 ,4.00000,,RECORD COUNT 702
91130,Active,SPN-106-01,Introduction Spanish Lang II,MTWF  ,9:00 AM  - 9:50 AM  ,"Escoriza-Gallardo, Francisca ",19 /20 ,4.00000,,RECORD COUNT 702
91131,Active,SPN-106-02,Introduction Spanish Lang II,MTWF  ,1:00 PM  - 1:50 PM  ,"Perez, Mirzam C ",18 /20 ,4.00000,,RECORD COUNT 702
91133,Active,SPN-204-01,Communication in Spanish I,T  ,10:00 AM - 10:50 AM  ,"Cabrera Hualpa, Byron Andres; Petrus, John",14 /15 ,1.00000,,RECORD COUNT 702
91134,Active,SPN-205-01,Communication in Spanish II,TH  ,10:00 AM - 10:50 AM  ,"Cabrera Hualpa, Byron Andres; Petrus, John",14 /15 ,1.00000,,RECORD COUNT 702
91136,Active,SPN-217-01,Intermediate Spanish,MWF  ,8:00 AM  - 8:50 AM  ,"Benjamin, Cortney M ",19 /20 ,4.00000,,RECORD COUNT 702
91137,Active,SPN-217-02,Intermediate Spanish,MWF  ,11:00 AM - 11:50 AM  ,"Phillips, Nicholas David ",18 /20 ,4.00000,,RECORD COUNT 702
91139,Active,SPN-285-01,Intro to Textual Analysis,MWF  ,9:00 AM  - 9:50 AM  ,"Aparicio, Yvette ",18 /20 ,4.00000,,RECORD COUNT 702
91140,Active,SPN-285-02,Intro to Textual Analysis,MWF  ,10:00 AM - 10:50 AM  ,"Benoist, Maria Valerie ",17 /20 ,4.00000,,RECORD COUNT 702
91141,Active,SPN-285-03,Intro to Textual Analysis,MWF  ,1:00 PM  - 1:50 PM  ,"Benjamin, Cortney M ",19 /20 ,4.00000,,RECORD COUNT 702
91143,Active,SPN-311-01,Cnstrctng Ident in Ind Lat Am,TTH  ,1:00 PM  - 2:20 PM  ,"Benoist, Maria Valerie ",12 /15 ,4.00000,,RECORD COUNT 702
91144,Active,SPN-320-01,Cult of Spanish Speaking World,MW  ,1:00 PM  - 2:20 PM  ,"Petrus, John ",12 /15 ,4.00000,,RECORD COUNT 702
91145,Active,SPN-343-01,The Art of Language,MW  ,2:30 PM  - 3:50 PM  ,"Phillips, Nicholas David ",12 /15 ,4.00000,,RECORD COUNT 702
91146,Active,SPN-379-01,U.S. Latinx Ident & Sexuality,TTH  ,2:00 PM  - 3:50 PM  ,"Petrus, John ",10 /15 ,4.00000,,RECORD COUNT 702
91147,Active,SPN-386-01,Stds Medievl Erly Mod Span Lit,MW  ,10:00 AM - 11:50 AM  ,"Perez, Mirzam C ",13 /15 ,4.00000,,RECORD COUNT 702
91543,Active,SST-110-01,Comparative Herbalism,M  ,7:00 PM  - 9:50 PM  ,"Lewis, Carolyn Herbst ",-10/10 ,2.00000,,RECORD COUNT 702
91544,Active,SST-110-02,Comparative Herbalism,M  ,7:00 PM  - 9:50 PM  ,"Lewis, Carolyn Herbst ",-2 /10 ,2.00000,,RECORD COUNT 702
90922,Active,SST-115-01,Introduction to Statistics,MWF  ,2:30 PM  - 3:50 PM  ,"Olsen, Anna H ",-3 /28 ,4.00000,,RECORD COUNT 702
91894,Active,SST-120-01,Intro to Material Cult Stds,TTH  ,1:00 PM  - 3:50 PM  ,"Maynard, Kelly ",7  /12 ,4.00000,,RECORD COUNT 702
90862,Cancelled,SST-125-01,Intro to Geographic Info Systm,M  ,7:00 PM  - 9:50 PM  ,"Brottem, Leif ",25 /25 ,2.00000,,RECORD COUNT 702
90865,Cancelled,SST-125-02,Intro to Geographic Info Systm,M  ,7:00 PM  - 9:50 PM  ,"Brottem, Leif ",25 /25 ,2.00000,,RECORD COUNT 702
91576,Cancelled,SST-195-01,ST: Intro Material Cult Stds,TTH  ,1:00 PM  - 3:50 PM  ,"Maynard, Kelly ",12 /12 ,4.00000,,RECORD COUNT 702
91124,Cancelled,SST-200-01,Learning From Alumni,F  ,2:00 PM  - 3:50 PM  ,"Rietz, Henry W Morisada ",30 /30 ,2.00000,,RECORD COUNT 702
90854,Cancelled,SST-225-01,Applied Geographic Info Systm,MW  ,2:30 PM  - 3:50 PM  ,"Brottem, Leif ",25 /25 ,4.00000,,RECORD COUNT 702
91458,Active,SST-295-01,ST: Public Attitudes Am Dem,TTH  ,8:30 AM  - 9:50 AM  ,"Hanson, Peter ",14 /25 ,4.00000,,RECORD COUNT 702
91882,Active,SST-295-02,ST: Dig Journ Pub: New Apprch,MWF  ,2:00 PM  - 2:50 PM  ,"Andelson, Jonathan; Baechtel, Mark",13 /16 ,4.00000,,RECORD COUNT 702
91883,Active,SST-295-03,ST: Data Wrangling Non-Progrm,F  ,2:00 PM  - 3:50 PM  ,"Bauder, Julia ",28 /30 ,1.00000,,RECORD COUNT 702
91887,Active,SST-295-04,ST: Cnsdrng Student Success,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Robinson, Georgeanna W; Newhouse, Ben; Peltz, Mark",25 /25 ,4.00000,,RECORD COUNT 702
90923,Active,STA-209-01,Applied Statistics,MWF  ,8:30 AM  - 9:50 AM  ,"Olsen, Christopher Ray ",20 /26 ,4.00000,,RECORD COUNT 702
90924,Active,STA-209-02,Applied Statistics,MWF  ,10:00 AM - 11:20 AM  ,"Olsen, Christopher Ray ",20 /26 ,4.00000,,RECORD COUNT 702
90925,Active,STA-209-03,Applied Statistics,MWF  ,1:00 PM  - 2:20 PM  ,"Olsen, Christopher Ray ",19 /26 ,4.00000,,RECORD COUNT 702
90926,Active,STA-209-04,Applied Statistics,MWF  ,2:30 PM  - 3:50 PM  ,"Wells, Jonathan M ",-14/26 ,4.00000,,RECORD COUNT 702
90927,Active,STA-230-01,Introduction to Data Science,MWF  ,10:00 AM - 10:50 AM  ,"Miller, Ryan ",-11/18 ,4.00000,,RECORD COUNT 702
90928,Active,STA-230-02,Introduction to Data Science,TTH  ,1:00 PM  - 2:20 PM  ,"Olsen, Anna H ",14 /18 ,4.00000,,RECORD COUNT 702
90929,Active,STA-309-01,Design/Analysis of Experiments,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Kuiper, Shonda ",11 /20 ,4.00000,,RECORD COUNT 702
90930,Active,STA-310-01,Statistical Modeling,TTH  ,1:00 PM  - 2:20 PM  ,"Kuiper, Shonda ",7  /20 ,4.00000,,RECORD COUNT 702
91538,Active,STA-330-01,Applied Data Science,TTH  ,8:30 AM  - 9:50 AM  ,"Miller, Ryan ",4  /12 ,4.00000,,RECORD COUNT 702
90931,Active,STA-336-01,Probability & Statistics II,MWF  ,1:00 PM  - 1:50 PM  ,"Wells, Jonathan M ",1  /25 ,4.00000,,RECORD COUNT 702
91880,Active,STA-395-01,ST: Intro to ML,TTH  ,1:00 PM  - 2:20 PM  ,"Staff, - ",-2 /24 ,4.00000,,RECORD COUNT 702
91295,Active,THD-102-01,Intro to Dance Technique,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Hurley, Kathleen ",9  /14 ,2.00000,,RECORD COUNT 702
91296,Active,THD-110-01,Intro to Movement for the Perf,MWF  ,10:00 AM - 11:50 AM  ,"Miller, Claudia E ",14 /18 ,4.00000,,RECORD COUNT 702
91469,Active,THD-195-01,ST: Costume Design for Stage,MW  ,10:00 AM - 11:50 AM  ,"Howell-Gritsch, Erin P ",-1 /8  ,4.00000,,RECORD COUNT 702
91694,Active,THD-195-02,ST: Balinese Dance,TTH  ,2:30 PM  - 3:50 PM  ,"Putri, Dewa Ayu Eka ",12 /12 ,4.00000,,RECORD COUNT 702
91884,Active,THD-195-03,ST: Gender in Balinese Dance,TTH  ,1:00 PM  - 2:20 PM  ,"Putri, Dewa Ayu Eka ",12 /12 ,2.00000,,RECORD COUNT 702
92006,Active,THD-195-04,ST: Jewish Folk Dance,TTH  ,2:30 PM  - 3:50 PM  ,"Lee, Amanda E ",30 /30 ,4.00000,,RECORD COUNT 702
91298,Active,THD-202-01,Contemporary Dance Practices,TTH  ,8:30 AM  - 9:50 AM  ,"Hurley, Kathleen ",14 /14 ,2.00000,,RECORD COUNT 702
91297,Active,THD-203-01,Dance Ensemble/ACTivate,MTWTH  ,4:30 PM  - 6:30 PM  ,"Miller, Claudia E ",20 /20 ,2.00000,,RECORD COUNT 702
91300,Active,THD-220-01,Performing Possibilities,TTH  ,2:00 PM  - 3:50 PM  ,"Quintero, Craig ",11 /14 ,4.00000,,RECORD COUNT 702
91302,Active,THD-230-01,Design for Performance,TTH  ,1:00 PM  - 3:50 PM  ,"Farrar, Stewart Benjamin ",16 /18 ,4.00000,,RECORD COUNT 702
91646,Active,THD-231-01,Lighting Design Performance,TTH  ,8:00 AM  - 10:50 AM  ,"Farrar, Stewart Benjamin ",10 /12 ,4.00000,,RECORD COUNT 702
91408,Cancelled,THD-232-01,Digital Media Design Perf,TTH  ,8:00 AM  - 10:50 AM  ,"Thomas, Justin M ",20 /20 ,4.00000,,RECORD COUNT 702
91470,Active,THD-240-01,Interdisciplinary Performance,TTH  ,1:00 PM  - 2:20 PM  ,"Shook, Jennifer ",20 /20 ,4.00000,,RECORD COUNT 702
91476,Active,THD-242-01,Why Do Humans Dance?,MW  ,2:00 PM  - 3:50 PM  ,"Miller, Claudia E ",17 /18 ,2.00000,,RECORD COUNT 702
91309,Active,THD-251-01,Hist Theatre Contexts II,MW  ,10:00 AM - 11:50 AM  ,"Miller, Kristina K ",19 /20 ,4.00000,,RECORD COUNT 702
91511,Active,THD-320-01,Solo Performance,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Quintero, Craig ",8  /10 ,4.00000,,RECORD COUNT 702
91404,Active,THD-350-01,Theatre Methods: Dramaturgy,MW  ,2:00 PM  - 3:50 PM  ,"Miller, Kristina K ",19 /20 ,4.00000,,RECORD COUNT 702
92001,Active,WIL-101-01,Resourcing Social Change,M  ,7:00 PM  - 8:50 PM  ,"Staff, - ",22 /24 ,1.00000,,RECORD COUNT 702
92002,Active,WIL-201-01,Fndns Marketing Campaigns,T  ,2:00 PM  - 3:50 PM  ,"Staff, - ",24 /24 ,1.00000,,RECORD COUNT 702
92000,Active,WIL-210-01,Learning From Alumni,F  ,2:00 PM  - 3:50 PM  ,"Rietz, Henry W Morisada ",30 /30 ,2.00000,,RECORD COUNT 702
91127,Active,WRT-101-01,Writing in the Liberal Arts,M  ,3:00 PM  - 3:50 PM  ,"Price, Taylor ",15 /15 ,1.00000,,RECORD COUNT 702
91128,Active,WRT-101-02,Writing in the Liberal Arts,TH  ,9:00 AM  - 9:50 AM  ,"Rudolph, William K ",13 /15 ,1.00000,,RECORD COUNT 702
91129,Active,WRT-102-01,Voice & Style for Acad Writer,TTH  ,3:00 PM  - 3:50 PM  ,"Perez, David ",14 /15 ,2.00000,,RECORD COUNT 702
91132,Cancelled,WRT-120-01,Oral Comm for Academic Purpose,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Kang, Jennifer ",10 /10 ,2.00000,,RECORD COUNT 702
91753,Active,WRT-120-01,Oral Comm for Academic Purpose,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Kang, Jennifer ",10 /10 ,2.00000,,RECORD COUNT 702
91135,Cancelled,WRT-140-01,Engl for Academic Purposes,T  ,10:00 AM - 11:50 AM  ,"Todey, Erin ",15 /15 ,2.00000,,RECORD COUNT 702
91138,Active,WRT-301-01,Teaching & Tutoring Writing,TTH  ,2:30 PM  - 3:50 PM  ,"Turk, Martisha ",14 /15 ,4.00000,,RECORD COUNT 702

